Extension,DeviceName,DeviceType,MacAddress,Registered,UserAgent
9366,7e5b1dde-CCd7-Be51-7d5a-bCe2a5270C0e,Business Communicator - PC,bCe2a5270C0e,FALSE,
9366,f15b4a14-5eaa-BC7e-7Ba0-2aeeaa0bb11d,Connect - Tablet,2aeeaa0bb11d,FALSE,
4370,VVX210-000BF7CE24C7,Polycom_c14811_VVX301-311,000BF7CE24C7,FALSE,
4370,UC-MB-B2C0,Connect - Mobile,,FALSE,
4370,UC-PC-B2C0,Business Communicator - PC,,FALSE,
4370,UC-TB-B2C0,Connect - Tablet,,FALSE,
2493,caBf447C-dc27-B527-775a-0a577aa0b1f5,Connect - Mobile,0a577aa0b1f5,FALSE,
2493,aa1f4da7-Baad-Beba-a70a-fee7baaacaCB,Business Communicator - PC,fee7baaacaCB,FALSE,
2493,77a52B5a-5721-B5Ba-72a2-C71Bf7b41bCa,Connect - Tablet,C71Bf7b41bCa,FALSE,
2494,bC05Cb7c-1f0b-B21a-aCb7-0d7aafCadb5a,Connect - Mobile,0d7aafCadb5a,FALSE,
2494,dbB77a15-c075-Badb-ac0b-aBCd11ddd2c4,Business Communicator - PC,aBCd11ddd2c4,FALSE,
2494,f57102ff-B2Ca-B2a1-a5aa-d4e7a4a4aa7C,Connect - Tablet,d4e7a4a4aa7C,FALSE,
2495,Ccae5aa7-eed4-BB47-a1eB-e52df525Bcba,Connect - Mobile,e52df525Bcba,FALSE,
2495,7C2fCa7c-eaca-Bcf7-7bC5-74eaedcbac7f,Business Communicator - PC,74eaedcbac7f,FALSE,
2495,a24daad2-d50c-Bfe5-baba-0fa7eeb7Bafe,Connect - Tablet,0fa7eeb7Bafe,FALSE,
2491,abfB4CBf-C0c0-B2Ba-7f12-f71C7c4Cfbb4,Connect - Mobile,f71C7c4Cfbb4,FALSE,
2491,77fe2e17-772c-B250-aaB7-B0c1f1ba7a7a,Business Communicator - PC,B0c1f1ba7a7a,FALSE,
2491,4eceedC4-B420-BcB4-aa54-5cadCe4bfC5b,Connect - Tablet,5cadCe4bfC5b,FALSE,
2735,daba4eac-fB7a-B410-7fB5-fe2BB22fcCa5,Connect - Mobile,fe2BB22fcCa5,FALSE,
2735,7b47Bd17-a4fe-Bbba-a7b7-fc4B51BaCacB,Business Communicator - PC,fc4B51BaCacB,FALSE,
2735,e5abC725-42a7-B077-aa0f-ee70777Baa7C,Connect - Tablet,ee70777Baa7C,FALSE,
2739,a5cab47d-C4fc-Badc-b125-Baed047ffaae,Connect - Mobile,Baed047ffaae,FALSE,
2739,dadddcbB-fa57-B1a1-b5ea-b0a27510Ba44,Business Communicator - PC,b0a27510Ba44,FALSE,
2739,177d77d0-aff2-Bdb5-aaac-bB150ea4eBa0,Connect - Tablet,bB150ea4eBa0,FALSE,
2747,acBa7d1B-b4ea-Ba4d-bedC-72270eb7201b,Connect - Mobile,72270eb7201b,FALSE,
2747,4C1de2ae-a5b7-Ba7C-adc2-5c0a257Ca51c,Business Communicator - PC,5c0a257Ca51c,TRUE,bc-uc - UC-One (3.9.31.35 Windows 10)
2747,7d4cB54f-7e1b-B520-b7CB-aCbaa2e75dBB,Connect - Tablet,aCbaa2e75dBB,FALSE,
2748,fbe4272a-ce7f-B45a-ab2C-7C5ce7fCfe1b,Connect - Mobile,7C5ce7fCfe1b,FALSE,
2748,7b42507d-5414-B7ac-a77d-eCC727aedCc7,Connect - Tablet,eCC727aedCc7,FALSE,
2748,ada4c0a4-dafb-B114-af2c-1af2Ce72C2c2,Business Communicator - PC,1af2Ce72C2c2,FALSE,
4366,2B1fd4Ca-B4BC-B1bd-a710-b47a5deCdC57,Business Communicator - PC,b47a5deCdC57,FALSE,
4366,4d475caa-704B-B7c2-bba2-2bCaaBa1c51a,Connect - Mobile,2bCaaBa1c51a,FALSE,
4366,de7c1abb-44c5-Ba24-7bee-BcC155e70771,Connect - Tablet,BcC155e70771,FALSE,
4710,47beaCe1-d4c5-B1cC-bfBc-4ce0ec7eCab7,Connect - Mobile,4ce0ec7eCab7,FALSE,
4710,Ba701722-012e-Ba41-abc2-77ec7C5B5ccd,Business Communicator - PC,77ec7C5B5ccd,FALSE,
4710,15dad521-a7d7-B07B-abcC-Bba5a2C70b77,Connect - Tablet,Bba5a2C70b77,FALSE,
4736,bceee54B-d7ec-Bf7a-b740-72ecfd4045a2,Connect - Mobile,72ecfd4045a2,FALSE,
4736,Bdb757Bd-d4Be-B04f-aC7C-c4f727b1f50f,Business Communicator - PC,c4f727b1f50f,FALSE,
4736,7Ca5a5Be-e4Ce-Bc4c-707B-c2c1fb4ca75C,Connect - Tablet,c2c1fb4ca75C,FALSE,
2751,efB7f2cb-c1CB-B10a-aa7C-152771Bbaac0,Connect - Mobile,152771Bbaac0,FALSE,
2751,74db1fa0-2077-B205-a1a5-a5ecdaaa57a7,Business Communicator - PC,a5ecdaaa57a7,TRUE,bc-uc - UC-One (3.9.31.35 Windows 10)
2751,a2c1aBaf-4eCb-B7aa-aBe4-bC7112B7cdB4,Connect - Tablet,bC7112B7cdB4,FALSE,
2749,B514Ca50-10aB-Bfa5-a45f-c5075d45CBae,Connect - Mobile,c5075d45CBae,FALSE,
2749,Bf5Bde5c-42B7-Ba2C-affC-a551275102da,Business Communicator - PC,a551275102da,FALSE,
2749,ab7dfCcB-dCbB-B722-bf77-a40a7beecc1e,Connect - Tablet,a40a7beecc1e,FALSE,
2752,1e70ea5e-5Be2-B1c7-77de-Ccba2a7fa1Bc,Connect - Mobile,Ccba2a7fa1Bc,FALSE,
2752,14B50B7C-4acc-BC1f-7bBb-ff0c4abC7d2C,Business Communicator - PC,ff0c4abC7d2C,FALSE,
2752,74dB2d1a-BcbC-B01a-beCa-d7e2CB1adfa7,Connect - Tablet,d7e2CB1adfa7,FALSE,
2753,22a7efad-aaa4-B2a2-a504-C0C5bb1c227B,Connect - Mobile,C0C5bb1c227B,FALSE,
2753,2Cd75daa-Bea7-B522-7bCa-C7C721df7fBa,Business Communicator - PC,C7C721df7fBa,FALSE,
2753,0a0BBCB2-fCed-Bdad-7bB0-f001774B71ac,Connect - Tablet,f001774B71ac,FALSE,
2736,B75ab572-B70a-Bbe4-af72-Bc4a5baCe157,Connect - Tablet,Bc4a5baCe157,FALSE,
2736,da2eaea7-b5f1-Bf10-adc5-fdBafd2dB75a,Business Communicator - PC,fdBafd2dB75a,FALSE,
2736,a7147Cb4-4ca4-BBee-7dCc-cef1C042Ba55,Connect - Mobile,cef1C042Ba55,FALSE,
4428,417Cf21B-5bae-BdCa-aCBd-04C7fd5C41a7,Connect - Mobile,04C7fd5C41a7,FALSE,
4428,07d1ca2B-d4af-B7bc-bedC-bc422Ce4a2ab,Business Communicator - PC,bc422Ce4a2ab,FALSE,
4428,ec0BC002-25bB-B757-b7ba-1a57eC4Ced4C,Connect - Tablet,1a57eC4Ced4C,FALSE,
4429,ce71Bc17-Ceaa-Bb74-be70-fdfa0f1f052f,Connect - Mobile,fdfa0f1f052f,FALSE,
4429,a1ac552C-ca44-B7CC-af5d-1Ca71c2b7577,Business Communicator - PC,1Ca71c2b7577,TRUE,bc-uc - UC-One (3.9.31.35 Windows 10)
4429,CC00dfBf-B7fb-B24B-a4a1-27cB4fca7a7e,Connect - Tablet,27cB4fca7a7e,FALSE,
4703,af21d0a1-CCB0-B407-afaf-aBec2a2Be2Ce,Connect - Tablet,aBec2a2Be2Ce,FALSE,
4703,42f14baB-dec0-BBe5-74B1-17501Bcbcb5a,Connect - Mobile,17501Bcbcb5a,FALSE,
4703,12774bda-Cf7B-BB74-aeb1-c7ddcBf251e0,Business Communicator - PC,c7ddcBf251e0,TRUE,bc-uc - UC-One (3.9.31.35 Windows 10)
4707,cfaaC7dC-52ad-BB12-b2Bd-700B2d1bdc12,Connect - Mobile,700B2d1bdc12,FALSE,
4707,55c21747-f4Ca-BB4d-abCf-77C507Bfcb2B,Business Communicator - PC,77C507Bfcb2B,FALSE,
4707,74cdbBB1-2b15-B1C7-aaBb-4B4fB4CabB75,Connect - Tablet,4B4fB4CabB75,FALSE,
4708,7aeCf5aa-ca1b-B7a1-afa5-afCa701b55c0,Business Communicator - PC,afCa701b55c0,FALSE,
4708,aaddCb7b-bd77-BB70-beda-ca2ea414B15d,Connect - Tablet,ca2ea414B15d,FALSE,
4708,ac1b0C45-da5B-Bfa0-aea0-c1ddd27c1eCa,Connect - Mobile,c1ddd27c1eCa,FALSE,
4715,1B2CC57b-a7b7-Babb-a2e1-af7721f1a1ed,Connect - Mobile,af7721f1a1ed,FALSE,
4715,ccfBcbCB-a24c-B775-7eC0-da57271a75e5,Business Communicator - PC,da57271a75e5,FALSE,
4715,d117C21b-ee7a-B5cd-7B01-c7ed1fbeBd2d,Connect - Tablet,c7ed1fbeBd2d,FALSE,
4716,C5f71d4a-f5bc-BCcf-a7b1-aec25eBaf4f1,Connect - Mobile,aec25eBaf4f1,FALSE,
4716,af400Cf1-Bbdd-BaCC-7a27-2bd277adc5Ce,Business Communicator - PC,2bd277adc5Ce,FALSE,
4716,ec7Bc70e-40fa-Bc7b-7ab0-fc71Ca0b5cd4,Connect - Tablet,fc71Ca0b5cd4,FALSE,
4720,eB7BBBBB-7e1B-B7Ba-a4d0-eacae11aB5eB,Connect - Mobile,eacae11aB5eB,FALSE,
4720,4efaedae-e7ad-BBf4-b17a-Cdaa2a7271ae,Business Communicator - PC,Cdaa2a7271ae,FALSE,
4720,71ad7Bfa-Cb5d-BacC-bCfc-11abad77adfC,Connect - Tablet,11abad77adfC,FALSE,
4727,77007c4C-d15a-Bab1-aeda-27d1C27a577f,Connect - Mobile,27d1C27a577f,FALSE,
4727,dce0a7CB-0eCa-BCdb-ada7-4dBa7702aeBf,Business Communicator - PC,4dBa7702aeBf,FALSE,
4727,0aC7aBe7-fB1C-Bd70-751C-Bb75CaBc7bf0,Connect - Tablet,Bb75CaBc7bf0,FALSE,
4732,cbcfdB07-edcb-Bcea-b2f5-5abCd07a2f4B,Connect - Mobile,5abCd07a2f4B,FALSE,
4732,74ba5Cce-b7B0-Beed-b47a-a57fc202a1d7,Business Communicator - PC,a57fc202a1d7,FALSE,
4732,Bfe12aeb-4447-BC77-aCd7-B0b5e7afc5aB,Connect - Tablet,B0b5e7afc5aB,FALSE,
2849,C7741-70CFAE5BCaFB,Cisco-c14811-8851,70CFAE5BCaFB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2849,df74faa7-aCaf-Bf50-aabc-71f5775dadBb,Connect - Mobile,71f5775dadBb,FALSE,
2849,C7741-1BA7A0E07B47,Cisco-c14811-8851,1BA7A0E07B47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2849,4d715a4b-cccc-Bed2-71de-4e40C1C7c07b,Business Communicator - PC,4e40C1C7c07b,FALSE,
2849,CBeC1b70-0CC7-Ba57-bf7a-54BafbCCd172,Connect - Tablet,54BafbCCd172,FALSE,
2844,C7741-1BA7A0E07B47,Cisco-c14811-8851,1BA7A0E07B47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2844,C7741-1BA7A0E07BB7,Cisco-c14811-8851,1BA7A0E07BB7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2844,C7741-70CFAE5BDEaE,Cisco-c14811-8851,70CFAE5BDEaE,TRUE,Cisco-CP-8851-3PCC/11.2.3
2844,542214ae-aaac-BcCB-aa2e-B40a5aB72c42,Connect - Mobile,B40a5aB72c42,FALSE,
2844,27B17cf4-5ac2-B775-bBf0-00ac7572cCb5,Business Communicator - PC,00ac7572cCb5,FALSE,
2844,2e14Cdc7-422d-BC0d-bC1a-70Ca01a1474f,Connect - Tablet,70Ca01a1474f,FALSE,
2820,C7741-1BA7A0E077A7,Cisco-c14811-8851,1BA7A0E077A7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2820,1C7faeC7-7aeC-Bfcf-74Ba-f4aC5Ca4aecC,Connect - Mobile,f4aC5Ca4aecC,FALSE,
2820,5f4b4bd7-ca5e-BBda-aB22-af17dab7c1Be,Business Communicator - PC,af17dab7c1Be,FALSE,
2820,afCa1c47-5C4C-Bafb-aaac-BaCc2ff7444b,Connect - Tablet,BaCc2ff7444b,FALSE,
2802,C7741-70CFAE5BCB5E,Cisco-c14811-8851,70CFAE5BCB5E,TRUE,Cisco-CP-8851-3PCC/11.2.3
2830,C7741-1BA7A0E077FC,Cisco-c14811-8851,1BA7A0E077FC,TRUE,Cisco-CP-8851-3PCC/11.2.3
2830,fbBcba02-2e24-B1dd-babd-0BeB7f7aae0b,Connect - Mobile,0BeB7f7aae0b,FALSE,
2830,B0ceca55-cb7B-B1d0-b5f7-caBceaB0d172,Business Communicator - PC,caBceaB0d172,FALSE,
2830,7C1d001c-bB4B-B0B7-b5f7-Ccf4ff24a2aB,Connect - Tablet,Ccf4ff24a2aB,FALSE,
2841,C7741-1BA7A0E0777B,Cisco-c14811-8851,1BA7A0E0777B,TRUE,Cisco-CP-8851-3PCC/11.2.3
2841,7de7a2d5-7bda-B1cc-b277-cBCC7Ba745bd,Connect - Mobile,cBCC7Ba745bd,FALSE,
2841,1cabe1c5-5ada-BB02-77f7-2f0B27C2Cd07,Business Communicator - PC,2f0B27C2Cd07,FALSE,
2841,004cd117-dbB5-Bba5-bB47-b0c144a112B7,Connect - Tablet,b0c144a112B7,FALSE,
2828,C7741-1BA7A0E07a0A,Cisco-c14811-8851,1BA7A0E07a0A,TRUE,Cisco-CP-8851-3PCC/11.2.3
2828,C7741-1BA7A0E077D7,Cisco-c14811-8851,1BA7A0E077D7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2828,0ad0e0cd-7f0a-BCC7-bf40-44d7caada424,Connect - Mobile,44d7caada424,FALSE,
2828,f4CeB071-aCCB-B002-abfc-C15cfac4aa4e,Business Communicator - PC,C15cfac4aa4e,FALSE,
2828,bC0aCCd7-a0e7-BdC4-a2a7-04eba4a4ff0b,Connect - Tablet,04eba4a4ff0b,FALSE,
2804,C7741-1BA7A0E077EB,Cisco-c14811-8851,1BA7A0E077EB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2804,C7741-1BA7A0E07B57,Cisco-c14811-8851,1BA7A0E07B57,TRUE,Cisco-CP-8851-3PCC/11.2.3
2804,C7741-1BA7A0E07C47,Cisco-c14811-8851,1BA7A0E07C47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2804,C7741-1BA7A0E07BB7,Cisco-c14811-8851,1BA7A0E07BB7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2804,C7741-1BA7A0E077D7,Cisco-c14811-8851,1BA7A0E077D7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2804,ed77afB0-fB1C-Bb77-7d54-0dc0fcbfeCab,Connect - Mobile,0dc0fcbfeCab,FALSE,
2804,20BCB71e-7bB7-B1b5-afda-e4aCdaaaBBa2,Business Communicator - PC,e4aCdaaaBBa2,FALSE,
2804,45aa4efe-ac42-Bfcc-7B05-adBb2aB24a1b,Connect - Tablet,adBb2aB24a1b,FALSE,
2801,C7741-1BA7A0E07BB7,Cisco-c14811-8851,1BA7A0E07BB7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-1BA7A0E077EB,Cisco-c14811-8851,1BA7A0E077EB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-1BA7A0E077D7,Cisco-c14811-8851,1BA7A0E077D7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-1BA7A0E07B57,Cisco-c14811-8851,1BA7A0E07B57,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-1BA7A0E07Ca7,Cisco-c14811-8851,1BA7A0E07Ca7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-1BA7A0E07C47,Cisco-c14811-8851,1BA7A0E07C47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-1BA7A0E07B47,Cisco-c14811-8851,1BA7A0E07B47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-70CFAE5BCaFB,Cisco-c14811-8851,70CFAE5BCaFB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,C7741-70CFAE5BDEaE,Cisco-c14811-8851,70CFAE5BDEaE,TRUE,Cisco-CP-8851-3PCC/11.2.3
2801,abaB47Cb-a152-B22c-bb2b-0d20ac7545cd,Connect - Mobile,0d20ac7545cd,FALSE,
2801,55ab7d7c-1aa4-B4B5-bdcB-B1bb57e55bea,Business Communicator - PC,B1bb57e55bea,FALSE,
2801,1fC55dBf-05Cc-B1cB-b1aC-f4dec1a040a4,Connect - Tablet,f4dec1a040a4,FALSE,
2846,C7741-1BA7A0E077D7,Cisco-c14811-8851,1BA7A0E077D7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2846,C7741-1BA7A0E07B57,Cisco-c14811-8851,1BA7A0E07B57,TRUE,Cisco-CP-8851-3PCC/11.2.3
2846,C7741-1BA7A0E07BB7,Cisco-c14811-8851,1BA7A0E07BB7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2846,C7741-1BA7A0E077EB,Cisco-c14811-8851,1BA7A0E077EB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2846,C7741-1BA7A0E07C47,Cisco-c14811-8851,1BA7A0E07C47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2846,C7741-70CFAE5BCaFB,Cisco-c14811-8851,70CFAE5BCaFB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2846,C0a71cC1-CB7a-B2e5-a45d-eeBddfC0B72a,Connect - Mobile,eeBddfC0B72a,FALSE,
2846,C11C5C05-aC7e-Bdf7-bedf-5c7b12B07a5f,Business Communicator - PC,5c7b12B07a5f,FALSE,
2846,17edBBd7-71ae-BdbC-7Cb7-5Bc54fdCBB0C,Connect - Tablet,5Bc54fdCBB0C,FALSE,
2832,C7741-1BA7A0E07B57,Cisco-c14811-8851,1BA7A0E07B57,TRUE,Cisco-CP-8851-3PCC/11.2.3
2832,C7741-1BA7A0E07BB7,Cisco-c14811-8851,1BA7A0E07BB7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2832,C7741-1BA7A0E077EB,Cisco-c14811-8851,1BA7A0E077EB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2832,C7741-1BA7A0E07C47,Cisco-c14811-8851,1BA7A0E07C47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2832,C7741-1BA7A0E077D7,Cisco-c14811-8851,1BA7A0E077D7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2832,ad50B70b-cCBa-Bb7d-ada1-77aC7CfdB74f,Connect - Mobile,77aC7CfdB74f,FALSE,
2832,CabebBC1-Cb02-B5ea-bfB7-c5aca75d4baa,Business Communicator - PC,c5aca75d4baa,FALSE,
2832,a2c177Ca-ad1e-Bcbf-b5C7-a4400aace5af,Connect - Tablet,a4400aace5af,FALSE,
2833,C7741-1BA7A0E07C47,Cisco-c14811-8851,1BA7A0E07C47,TRUE,Cisco-CP-8851-3PCC/11.2.3
2833,C7741-1BA7A0E07BB7,Cisco-c14811-8851,1BA7A0E07BB7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2833,C7741-1BA7A0E077EB,Cisco-c14811-8851,1BA7A0E077EB,TRUE,Cisco-CP-8851-3PCC/11.2.3
2833,C7741-1BA7A0E07B57,Cisco-c14811-8851,1BA7A0E07B57,TRUE,Cisco-CP-8851-3PCC/11.2.3
2833,C7741-1BA7A0E077D7,Cisco-c14811-8851,1BA7A0E077D7,TRUE,Cisco-CP-8851-3PCC/11.2.3
2833,e2ea4251-77ba-BeB1-aB7f-d17dee4be75d,Connect - Mobile,d17dee4be75d,FALSE,
2833,7ec1d7e4-1055-B2dC-7af0-aad5454e0c77,Business Communicator - PC,aad5454e0c77,FALSE,
2833,17Bb51a7-eeba-BBBb-774e-7527eefCCa72,Connect - Tablet,7527eefCCa72,FALSE,
2839,C7741-1BA7A0E0775C,Cisco-c14811-8851,1BA7A0E0775C,TRUE,Cisco-CP-8851-3PCC/11.2.3
2807,C7741-1BA7A0E07a5A,Cisco-c14811-8851,1BA7A0E07a5A,TRUE,Cisco-CP-8851-3PCC/11.2.3
2807,f07dCa5B-5CfB-Bb4b-a47e-a05aa7f1a1fc,Connect - Mobile,a05aa7f1a1fc,FALSE,
2807,2e724dfb-Caf1-Ba0C-b55a-d5c0beBB05f0,Business Communicator - PC,d5c0beBB05f0,FALSE,
2807,Beaaaa0a-1eda-B5aB-770B-7b7df2fd0fCf,Connect - Tablet,7b7df2fd0fCf,FALSE,
2822,NetGen-000EAa7AECC1,NetGen-c14811-HX4E,000EAa7AECC1,TRUE,NetGen Communications HX4G-2S VER.1.9.5.371.1 MAC.00:0E:A9:2A:E7:C1/UA 2.0
2831,IP5000-000BF7F17111,Polycom_c14811_SSIP6000,000BF7F17111,TRUE,PolycomSoundStationIP-SSIP_6000-UA/4.0.14.0987
2812,IP5000-000BF7ECB2CC,Polycom_c14811_SSIP6000,000BF7ECB2CC,TRUE,PolycomSoundStationIP-SSIP_6000-UA/4.0.14.0987
2811,IP5000-000BF7F101B4,Polycom_c14811_SSIP6000,000BF7F101B4,TRUE,PolycomSoundStationIP-SSIP_6000-UA/4.0.14.0987
2813,C7741-70CFAE5BDEaE,Cisco-c14811-8851,70CFAE5BDEaE,TRUE,Cisco-CP-8851-3PCC/11.2.3
3558,C7727-5C4E2B7752A7,Cisco-c14811-MPP,5C4E2B7752A7,TRUE,Cisco-CP-8832-3PCC/11.2.3
2002,VVXB11-5B15CFCC47A7,Polycom_c14811_VVX401-411,5B15CFCC47A7,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
2002,VVXB11-5B15CFCC5B4E,Polycom_c14811_VVX401-411,5B15CFCC5B4E,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
2002,VVXB11-5B15CFCC4B0C,Polycom_c14811_VVX401-411,5B15CFCC4B0C,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
2002,aB2aBC5e-c42b-B771-bCC7-abbd70bee74C,Connect - Tablet,abbd70bee74C,FALSE,
2002,d7bcbdaf-b22f-Be71-aeeC-BB715a2fe4Cc,Connect - Mobile,BB715a2fe4Cc,FALSE,
2002,0febd2ec-Caa2-Bb45-ad1c-CC74cB2CfCa2,Business Communicator - PC,CC74cB2CfCa2,FALSE,
8143,,,,,
8144,C7741-07BFFa72DBCC,Cisco-c14811-MPP,07BFFa72DBCC,TRUE,Cisco-CP-8851-3PCC/11.2.3
8144,CC7B1-CBBaCD717B5A,Cisco-c14811-MPP,CBBaCD717B5A,TRUE,Cisco-CP-7841-3PCC/11.2.3
8144,VVXB11-5B15CFCC52Da,Polycom_c14811_VVX401-411,5B15CFCC52Da,FALSE,
8144,VVXB11-5B15CFCC47A7,Polycom_c14811_VVX401-411,5B15CFCC47A7,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8144,VVXB11-5B15CFCC4B0C,Polycom_c14811_VVX401-411,5B15CFCC4B0C,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8144,C7741-07BFFa72DFa5,Cisco-c14811-MPP,07BFFa72DFa5,TRUE,Cisco-CP-8851-3PCC/11.3.1
8144,VVXB11-5B15CFCC5B4E,Polycom_c14811_VVX401-411,5B15CFCC5B4E,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8144,CC7B1-CBBaCD717AEB,Cisco-c14811-MPP,CBBaCD717AEB,FALSE,
8145,CC7B1-CBBaCD717AEB,Cisco-c14811-MPP,CBBaCD717AEB,FALSE,
2005,VVXB11-5B15CFCC4B0C,Polycom_c14811_VVX401-411,5B15CFCC4B0C,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
2005,VVXB11-5B15CFCC5B4E,Polycom_c14811_VVX401-411,5B15CFCC5B4E,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
2005,VVXB11-5B15CFCC47A7,Polycom_c14811_VVX401-411,5B15CFCC47A7,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
2004,CC7B1-CBBaCD717BD7,Cisco-c14811-MPP,CBBaCD717BD7,TRUE,Cisco-CP-7841-3PCC/11.2.3
8141,VVXB11-5B15CFCC5B4E,Polycom_c14811_VVX401-411,5B15CFCC5B4E,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8141,C7741-07BFFa72DBCC,Cisco-c14811-MPP,07BFFa72DBCC,TRUE,Cisco-CP-8851-3PCC/11.2.3
8141,VVXB11-5B15CFCC52Da,Polycom_c14811_VVX401-411,5B15CFCC52Da,FALSE,
8141,CC7B1-CBBaCD717B5A,Cisco-c14811-MPP,CBBaCD717B5A,TRUE,Cisco-CP-7841-3PCC/11.2.3
8141,VVXB11-5B15CFCC47A7,Polycom_c14811_VVX401-411,5B15CFCC47A7,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8141,C7741-07BFFa72DFa5,Cisco-c14811-MPP,07BFFa72DFa5,TRUE,Cisco-CP-8851-3PCC/11.3.1
8141,VVXB11-5B15CFCC4B0C,Polycom_c14811_VVX401-411,5B15CFCC4B0C,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8141,CC7B1-CBBaCD717AEB,Cisco-c14811-MPP,CBBaCD717AEB,FALSE,
8139,CC7B1-CBBaCD717B5A,Cisco-c14811-MPP,CBBaCD717B5A,TRUE,Cisco-CP-7841-3PCC/11.2.3
8146,CC7B1-CBBaCD717ACa,Cisco-c14811-MPP,CBBaCD717ACa,FALSE,
8147,C7741-07BFFa77527C,2Wire HomePortal,07BFFa77527C,TRUE,Cisco-CP-8851-3PCC/11.3.1
8147,VVXB11-5B15CFCC52Da,Polycom_c14811_VVX401-411,5B15CFCC52Da,FALSE,
8147,C7741-07BFFa72DBCC,Cisco-c14811-MPP,07BFFa72DBCC,FALSE,
8147,VVXB11-5B15CFCC47A7,Polycom_c14811_VVX401-411,5B15CFCC47A7,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8147,VVXB11-5B15CFCC5B4E,Polycom_c14811_VVX401-411,5B15CFCC5B4E,FALSE,
8147,VVXB11-5B15CFCC4B0C,Polycom_c14811_VVX401-411,5B15CFCC4B0C,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8147,CC7B1-CBBaCD717BD7,Cisco-c14811-MPP,CBBaCD717BD7,TRUE,Cisco-CP-7841-3PCC/11.2.3
3554,C7727-5C4E2B7752aa,Cisco-c14811-MPP,5C4E2B7752aa,TRUE,Cisco-CP-8832-3PCC/11.2.3
8140,VVXB11-5B15CFCC52Da,Polycom_c14811_VVX401-411,5B15CFCC52Da,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8140,C7741-07BFFa72DBCC,Cisco-c14811-MPP,07BFFa72DBCC,TRUE,Cisco-CP-8851-3PCC/11.2.3
8140,VVXB11-5B15CFCC47A7,Polycom_c14811_VVX401-411,5B15CFCC47A7,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8140,CC7B1-CBBaCD717B5A,Cisco-c14811-MPP,CBBaCD717B5A,TRUE,Cisco-CP-7841-3PCC/11.2.3
8140,VVXB11-5B15CFCC4B0C,Polycom_c14811_VVX401-411,5B15CFCC4B0C,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8140,C7741-07BFFa72DFa5,Cisco-c14811-MPP,07BFFa72DFa5,TRUE,Cisco-CP-8851-3PCC/11.3.1
8140,VVXB11-5B15CFCC5B4E,Polycom_c14811_VVX401-411,5B15CFCC5B4E,TRUE,PolycomVVX-VVX_411-UA/5.9.4.3247
8140,CC7B1-CBBaCD717AEB,Cisco-c14811-MPP,CBBaCD717AEB,FALSE,
8140,0e0C7a2b-CBBa-Bce7-baaa-ea407b47154c,Business Communicator - PC,ea407b47154c,FALSE,
